index,product,category,sale_price,brand,description,barcode
1261,Lifebuoy Handwash,Personal Care,1124.43,Lifebuoy,Lifebuoy Lifebuoy Handwash available in Indian market.,8900000001261
1262,OnePlus Data Cable,Electronics,689.1,HP,HP OnePlus Data Cable available in Indian market.,8900000001262
1263,Coca-Cola 500ml,Beverages,1747.46,Dabur,Dabur Coca-Cola 500ml available in Indian market.,8900000001263
1264,Maggi Noodles,Food,724.83,Haldiram,Haldiram Maggi Noodles available in Indian market.,8900000001264
1265,Amul Paneer,Dairy,1068.15,Nestle,Nestle Amul Paneer available in Indian market.,8900000001265
1266,Tata Salt,Food,211.47,ITC,ITC Tata Salt available in Indian market.,8900000001266
1267,Odonil Air Freshener,Home Care,2225.28,Godrej,Godrej Odonil Air Freshener available in Indian market.,8900000001267
1268,Parle-G Biscuits,Food,39.49,Parle,Parle Parle-G Biscuits available in Indian market.,8900000001268
1269,Red Label Tea,Food,1189.52,Britannia,Britannia Red Label Tea available in Indian market.,8900000001269
1270,Red Bull,Beverages,4987.01,Coca-Cola,Coca-Cola Red Bull available in Indian market.,8900000001270
1271,Fortune Sunflower Oil,Food,526.36,Haldiram,Haldiram Fortune Sunflower Oil available in Indian market.,8900000001271
1272,Raymond Formal Pants,Fashion,4247.28,Raymond,Raymond Raymond Formal Pants available in Indian market.,8900000001272
1273,Mother Dairy Dahi,Dairy,1727.39,Govardhan,Govardhan Mother Dairy Dahi available in Indian market.,8900000001273
1274,Mother Dairy Dahi,Dairy,220.51,Mother Dairy,Mother Dairy Mother Dairy Dahi available in Indian market.,8900000001274
1275,Peter England Shirt,Fashion,1897.31,Levis,Levis Peter England Shirt available in Indian market.,8900000001275
1276,Dettol Disinfectant,Home Care,2388.13,Reckitt,Reckitt Dettol Disinfectant available in Indian market.,8900000001276
1277,Daawat Basmati Rice,Food,4710.74,Haldiram,Haldiram Daawat Basmati Rice available in Indian market.,8900000001277
1278,Van Heusen Tie,Fashion,3801.04,Peter England,Peter England Van Heusen Tie available in Indian market.,8900000001278
1279,Red Label Tea,Food,3903.03,ITC,ITC Red Label Tea available in Indian market.,8900000001279
1280,Pears Soap,Personal Care,148.81,Dove,Dove Pears Soap available in Indian market.,8900000001280
1281,Dettol Handwash,Personal Care,1909.84,Hindustan Unilever,Hindustan Unilever Dettol Handwash available in Indian market.,8900000001281
1282,Van Heusen Tie,Fashion,1990.9,Raymond,Raymond Van Heusen Tie available in Indian market.,8900000001282
1283,Vim Dishwash Gel,Home Care,3552.98,P&G,P&G Vim Dishwash Gel available in Indian market.,8900000001283
1284,Britannia Bread,Food,4422.77,Parle,Parle Britannia Bread available in Indian market.,8900000001284
1285,Pears Soap,Personal Care,755.1,Emami,Emami Pears Soap available in Indian market.,8900000001285
1286,Nike Shoes,Fashion,621.27,Bata,Bata Nike Shoes available in Indian market.,8900000001286
1287,Amul Butter,Dairy,2269.14,Mother Dairy,Mother Dairy Amul Butter available in Indian market.,8900000001287
1288,Amul Butter,Dairy,1818.91,Govardhan,Govardhan Amul Butter available in Indian market.,8900000001288
1289,Dove Shampoo,Personal Care,2826.9,Dettol,Dettol Dove Shampoo available in Indian market.,8900000001289
1290,Amul Butter,Dairy,276.63,Mother Dairy,Mother Dairy Amul Butter available in Indian market.,8900000001290
1291,Red Bull,Beverages,1604.74,PepsiCo,PepsiCo Red Bull available in Indian market.,8900000001291
1292,Amul Paneer,Dairy,1805.53,Britannia,Britannia Amul Paneer available in Indian market.,8900000001292
1293,Pears Soap,Personal Care,2256.47,Emami,Emami Pears Soap available in Indian market.,8900000001293
1294,Clinic Plus Shampoo,Personal Care,1533.96,Dettol,Dettol Clinic Plus Shampoo available in Indian market.,8900000001294
1295,Red Label Tea,Food,1161.89,Haldiram,Haldiram Red Label Tea available in Indian market.,8900000001295
1296,Amul Taaza Milk,Dairy,4644.5,Govardhan,Govardhan Amul Taaza Milk available in Indian market.,8900000001296
1297,Tata Salt,Food,4614.57,Haldiram,Haldiram Tata Salt available in Indian market.,8900000001297
1298,Real Fruit Juice,Beverages,4955.96,PepsiCo,PepsiCo Real Fruit Juice available in Indian market.,8900000001298
1299,Mi Power Bank 10000mAh,Electronics,3076.08,HP,HP Mi Power Bank 10000mAh available in Indian market.,8900000001299
1300,Logitech Webcam,Electronics,3967.79,Logitech,Logitech Logitech Webcam available in Indian market.,8900000001300
1301,Levis Jeans,Fashion,2715.38,Peter England,Peter England Levis Jeans available in Indian market.,8900000001301
1302,Pepsi 500ml,Beverages,890.76,PepsiCo,PepsiCo Pepsi 500ml available in Indian market.,8900000001302
1303,Samsung Charger,Electronics,2001.03,Philips,Philips Samsung Charger available in Indian market.,8900000001303
1304,Harpic Toilet Cleaner,Home Care,3797.92,SC Johnson,SC Johnson Harpic Toilet Cleaner available in Indian market.,8900000001304
1305,Raymond Formal Pants,Fashion,537.29,Peter England,Peter England Raymond Formal Pants available in Indian market.,8900000001305
1306,Odonil Air Freshener,Home Care,4346.67,SC Johnson,SC Johnson Odonil Air Freshener available in Indian market.,8900000001306
1307,Red Label Tea,Food,471.95,Nestle,Nestle Red Label Tea available in Indian market.,8900000001307
1308,Daawat Basmati Rice,Food,1607.56,ITC,ITC Daawat Basmati Rice available in Indian market.,8900000001308
1309,Logitech Webcam,Electronics,976.53,OnePlus,OnePlus Logitech Webcam available in Indian market.,8900000001309
1310,Mi Power Bank 10000mAh,Electronics,4957.34,Mi,Mi Mi Power Bank 10000mAh available in Indian market.,8900000001310
1311,HP Keyboard,Electronics,847.51,Samsung,Samsung HP Keyboard available in Indian market.,8900000001311
1312,OnePlus Data Cable,Electronics,111.9,Samsung,Samsung OnePlus Data Cable available in Indian market.,8900000001312
1313,Amul Cheese,Dairy,1668.03,Govardhan,Govardhan Amul Cheese available in Indian market.,8900000001313
1314,Allen Solly Belt,Fashion,1670.18,Levis,Levis Allen Solly Belt available in Indian market.,8900000001314
1315,Zebronics Mouse,Electronics,4190.77,Boat,Boat Zebronics Mouse available in Indian market.,8900000001315
1316,Maggi Noodles,Food,185.85,Nestle,Nestle Maggi Noodles available in Indian market.,8900000001316
1317,Odonil Air Freshener,Home Care,4767.55,Reckitt,Reckitt Odonil Air Freshener available in Indian market.,8900000001317
1318,Amul Butter,Dairy,4387.38,Govardhan,Govardhan Amul Butter available in Indian market.,8900000001318
1319,Vim Dishwash Gel,Home Care,3365.81,Hindustan Unilever,Hindustan Unilever Vim Dishwash Gel available in Indian market.,8900000001319
1320,Mother Dairy Dahi,Dairy,2998.59,Mother Dairy,Mother Dairy Mother Dairy Dahi available in Indian market.,8900000001320
1321,Pears Soap,Personal Care,170.95,Colgate,Colgate Pears Soap available in Indian market.,8900000001321
1322,Pears Soap,Personal Care,4699.44,Colgate,Colgate Pears Soap available in Indian market.,8900000001322
1323,Fair & Lovely Cream,Personal Care,1942.59,Colgate,Colgate Fair & Lovely Cream available in Indian market.,8900000001323
1324,Dettol Disinfectant,Home Care,263.98,Hindustan Unilever,Hindustan Unilever Dettol Disinfectant available in Indian market.,8900000001324
1325,Domex Cleaner,Home Care,4110.94,P&G,P&G Domex Cleaner available in Indian market.,8900000001325
1326,Amul Taaza Milk,Dairy,3395.33,Amul,Amul Amul Taaza Milk available in Indian market.,8900000001326
1327,Govardhan Ghee,Dairy,2261.44,Govardhan,Govardhan Govardhan Ghee available in Indian market.,8900000001327
1328,Dettol Disinfectant,Home Care,3084.61,Hindustan Unilever,Hindustan Unilever Dettol Disinfectant available in Indian market.,8900000001328
1329,Amul Taaza Milk,Dairy,1703.25,Britannia,Britannia Amul Taaza Milk available in Indian market.,8900000001329
1330,Paper Boat Drink,Beverages,3426.06,Dabur,Dabur Paper Boat Drink available in Indian market.,8900000001330
1331,Paper Boat Drink,Beverages,3397.61,Tropicana,Tropicana Paper Boat Drink available in Indian market.,8900000001331
1332,Mi Power Bank 10000mAh,Electronics,1538.58,Philips,Philips Mi Power Bank 10000mAh available in Indian market.,8900000001332
1333,Amul Butter,Dairy,1848.87,Nestle,Nestle Amul Butter available in Indian market.,8900000001333
1334,Pepsi 500ml,Beverages,1851.86,Dabur,Dabur Pepsi 500ml available in Indian market.,8900000001334
1335,Bisleri Water 1L,Beverages,3654.52,PepsiCo,PepsiCo Bisleri Water 1L available in Indian market.,8900000001335
1336,Mi Power Bank 10000mAh,Electronics,4353.29,OnePlus,OnePlus Mi Power Bank 10000mAh available in Indian market.,8900000001336
1337,Lifebuoy Handwash,Personal Care,4133.08,Pears,Pears Lifebuoy Handwash available in Indian market.,8900000001337
1338,Samsung Charger,Electronics,934.69,Philips,Philips Samsung Charger available in Indian market.,8900000001338
1339,Surf Excel,Home Care,3238.28,Reckitt,Reckitt Surf Excel available in Indian market.,8900000001339
1340,Mi Power Bank 10000mAh,Electronics,4532.61,HP,HP Mi Power Bank 10000mAh available in Indian market.,8900000001340
1341,Fair & Lovely Cream,Personal Care,14.87,Lifebuoy,Lifebuoy Fair & Lovely Cream available in Indian market.,8900000001341
1342,Amul Taaza Milk,Dairy,2235.43,Govardhan,Govardhan Amul Taaza Milk available in Indian market.,8900000001342
1343,Logitech Webcam,Electronics,4120.21,OnePlus,OnePlus Logitech Webcam available in Indian market.,8900000001343
1344,Amul Taaza Milk,Dairy,1647.25,Amul,Amul Amul Taaza Milk available in Indian market.,8900000001344
1345,Harpic Toilet Cleaner,Home Care,730.56,P&G,P&G Harpic Toilet Cleaner available in Indian market.,8900000001345
1346,Pears Soap,Personal Care,2262.9,Pears,Pears Pears Soap available in Indian market.,8900000001346
1347,Govardhan Ghee,Dairy,1762.09,Mother Dairy,Mother Dairy Govardhan Ghee available in Indian market.,8900000001347
1348,Puma Sports T-Shirt,Fashion,2504.29,Puma,Puma Puma Sports T-Shirt available in Indian market.,8900000001348
1349,Tropicana Orange Juice,Beverages,1287.45,PepsiCo,PepsiCo Tropicana Orange Juice available in Indian market.,8900000001349
1350,Philips Trimmer,Electronics,3845.3,Logitech,Logitech Philips Trimmer available in Indian market.,8900000001350
1351,Dettol Handwash,Personal Care,2337.54,Dove,Dove Dettol Handwash available in Indian market.,8900000001351
1352,Paper Boat Drink,Beverages,1776.12,Dabur,Dabur Paper Boat Drink available in Indian market.,8900000001352
1353,Tropicana Orange Juice,Beverages,1940.44,Parle Agro,Parle Agro Tropicana Orange Juice available in Indian market.,8900000001353
1354,Logitech Webcam,Electronics,3338.94,Logitech,Logitech Logitech Webcam available in Indian market.,8900000001354
1355,Frooti Mango Drink,Beverages,3906.24,Tropicana,Tropicana Frooti Mango Drink available in Indian market.,8900000001355
1356,Bisleri Water 1L,Beverages,1173.62,Tropicana,Tropicana Bisleri Water 1L available in Indian market.,8900000001356
1357,HP Keyboard,Electronics,2095.39,Boat,Boat HP Keyboard available in Indian market.,8900000001357
1358,Raymond Formal Pants,Fashion,3880.77,Peter England,Peter England Raymond Formal Pants available in Indian market.,8900000001358
1359,Nestle Yogurt,Dairy,1749.74,Nestle,Nestle Nestle Yogurt available in Indian market.,8900000001359
1360,Zebronics Mouse,Electronics,4499.86,Logitech,Logitech Zebronics Mouse available in Indian market.,8900000001360
1361,Mother Dairy Dahi,Dairy,2254.53,Mother Dairy,Mother Dairy Mother Dairy Dahi available in Indian market.,8900000001361
1362,Pears Soap,Personal Care,2176.57,Lifebuoy,Lifebuoy Pears Soap available in Indian market.,8900000001362
1363,Colgate Toothpaste,Personal Care,499.6,Lifebuoy,Lifebuoy Colgate Toothpaste available in Indian market.,8900000001363
1364,Levis Jeans,Fashion,49.69,Puma,Puma Levis Jeans available in Indian market.,8900000001364
1365,Logitech Webcam,Electronics,1193.73,Zebronics,Zebronics Logitech Webcam available in Indian market.,8900000001365
1366,Mother Dairy Dahi,Dairy,349.69,Nestle,Nestle Mother Dairy Dahi available in Indian market.,8900000001366
1367,Harpic Toilet Cleaner,Home Care,3733.44,Reckitt,Reckitt Harpic Toilet Cleaner available in Indian market.,8900000001367
1368,Amul Paneer,Dairy,2276.55,Nestle,Nestle Amul Paneer available in Indian market.,8900000001368
1369,Britannia Cheese Slices,Dairy,3946.29,Govardhan,Govardhan Britannia Cheese Slices available in Indian market.,8900000001369
1370,Samsung Charger,Electronics,4595.11,Boat,Boat Samsung Charger available in Indian market.,8900000001370
1371,Parle-G Biscuits,Food,3927.86,Fortune,Fortune Parle-G Biscuits available in Indian market.,8900000001371
1372,Tata Salt,Food,2127.99,Fortune,Fortune Tata Salt available in Indian market.,8900000001372
1373,Red Bull,Beverages,1019.97,Parle Agro,Parle Agro Red Bull available in Indian market.,8900000001373
1374,Mi Power Bank 10000mAh,Electronics,3659.65,Zebronics,Zebronics Mi Power Bank 10000mAh available in Indian market.,8900000001374
1375,Peter England Shirt,Fashion,3430.5,Allen Solly,Allen Solly Peter England Shirt available in Indian market.,8900000001375
1376,Dettol Disinfectant,Home Care,3683.34,SC Johnson,SC Johnson Dettol Disinfectant available in Indian market.,8900000001376
1377,Red Bull,Beverages,3698.57,Coca-Cola,Coca-Cola Red Bull available in Indian market.,8900000001377
1378,Raymond Formal Pants,Fashion,4105.51,Van Heusen,Van Heusen Raymond Formal Pants available in Indian market.,8900000001378
1379,Puma Sports T-Shirt,Fashion,2210.05,Bata,Bata Puma Sports T-Shirt available in Indian market.,8900000001379
1380,Boat Headphones,Electronics,3553.25,OnePlus,OnePlus Boat Headphones available in Indian market.,8900000001380
1381,Bisleri Water 1L,Beverages,4555.01,PepsiCo,PepsiCo Bisleri Water 1L available in Indian market.,8900000001381
1382,Britannia Cheese Slices,Dairy,3828.7,Govardhan,Govardhan Britannia Cheese Slices available in Indian market.,8900000001382
1383,Puma Sports T-Shirt,Fashion,3191.91,Bata,Bata Puma Sports T-Shirt available in Indian market.,8900000001383
1384,Dettol Disinfectant,Home Care,2485.41,Reckitt,Reckitt Dettol Disinfectant available in Indian market.,8900000001384
1385,Britannia Cheese Slices,Dairy,3863.26,Govardhan,Govardhan Britannia Cheese Slices available in Indian market.,8900000001385
1386,Van Heusen Tie,Fashion,1167.18,Raymond,Raymond Van Heusen Tie available in Indian market.,8900000001386
1387,Good Day Cookies,Food,2325.68,Tata,Tata Good Day Cookies available in Indian market.,8900000001387
1388,Aashirvaad Atta,Food,3343.47,Nestle,Nestle Aashirvaad Atta available in Indian market.,8900000001388
1389,Harpic Toilet Cleaner,Home Care,1487.71,Reckitt,Reckitt Harpic Toilet Cleaner available in Indian market.,8900000001389
1390,Clinic Plus Shampoo,Personal Care,4191.11,Pears,Pears Clinic Plus Shampoo available in Indian market.,8900000001390
1391,Domex Cleaner,Home Care,216.89,P&G,P&G Domex Cleaner available in Indian market.,8900000001391
1392,Puma Sports T-Shirt,Fashion,3217.12,Puma,Puma Puma Sports T-Shirt available in Indian market.,8900000001392
1393,Levis Jeans,Fashion,281.44,Nike,Nike Levis Jeans available in Indian market.,8900000001393
1394,Dettol Handwash,Personal Care,4424.94,Hindustan Unilever,Hindustan Unilever Dettol Handwash available in Indian market.,8900000001394
1395,Real Fruit Juice,Beverages,4343.09,Parle Agro,Parle Agro Real Fruit Juice available in Indian market.,8900000001395
1396,Harpic Toilet Cleaner,Home Care,4623.48,Reckitt,Reckitt Harpic Toilet Cleaner available in Indian market.,8900000001396
1397,Lizol Floor Cleaner,Home Care,357.56,Reckitt,Reckitt Lizol Floor Cleaner available in Indian market.,8900000001397
1398,Parle-G Biscuits,Food,424.73,Tata,Tata Parle-G Biscuits available in Indian market.,8900000001398
1399,Paper Boat Drink,Beverages,2510.58,Tropicana,Tropicana Paper Boat Drink available in Indian market.,8900000001399
1400,Levis Jeans,Fashion,1832.85,Puma,Puma Levis Jeans available in Indian market.,8900000001400
1401,Domex Cleaner,Home Care,288.74,Reckitt,Reckitt Domex Cleaner available in Indian market.,8900000001401
1402,Dettol Disinfectant,Home Care,3005.22,P&G,P&G Dettol Disinfectant available in Indian market.,8900000001402
1403,Van Heusen Tie,Fashion,4696.7,Peter England,Peter England Van Heusen Tie available in Indian market.,8900000001403
1404,Zebronics Mouse,Electronics,3710.94,Philips,Philips Zebronics Mouse available in Indian market.,8900000001404
1405,Lifebuoy Handwash,Personal Care,3748.44,Pears,Pears Lifebuoy Handwash available in Indian market.,8900000001405
1406,Zebronics Mouse,Electronics,161.23,Logitech,Logitech Zebronics Mouse available in Indian market.,8900000001406
1407,Amul Butter,Dairy,649.26,Britannia,Britannia Amul Butter available in Indian market.,8900000001407
1408,HP Keyboard,Electronics,344.98,Philips,Philips HP Keyboard available in Indian market.,8900000001408
1409,Nike Shoes,Fashion,1881.08,Allen Solly,Allen Solly Nike Shoes available in Indian market.,8900000001409
1410,Frooti Mango Drink,Beverages,1023.29,Coca-Cola,Coca-Cola Frooti Mango Drink available in Indian market.,8900000001410
1411,Good Day Cookies,Food,1846.06,Britannia,Britannia Good Day Cookies available in Indian market.,8900000001411
1412,Fortune Sunflower Oil,Food,2892.51,Britannia,Britannia Fortune Sunflower Oil available in Indian market.,8900000001412
1413,Tropicana Orange Juice,Beverages,2346.95,Coca-Cola,Coca-Cola Tropicana Orange Juice available in Indian market.,8900000001413
1414,Amul Taaza Milk,Dairy,2517.88,Amul,Amul Amul Taaza Milk available in Indian market.,8900000001414
1415,Amul Taaza Milk,Dairy,3599.87,Govardhan,Govardhan Amul Taaza Milk available in Indian market.,8900000001415
1416,Pepsi 500ml,Beverages,2890.36,Tropicana,Tropicana Pepsi 500ml available in Indian market.,8900000001416
1417,Philips Trimmer,Electronics,4761.72,Boat,Boat Philips Trimmer available in Indian market.,8900000001417
1418,Boat Headphones,Electronics,3379.38,Zebronics,Zebronics Boat Headphones available in Indian market.,8900000001418
1419,Real Fruit Juice,Beverages,2660.6,Tropicana,Tropicana Real Fruit Juice available in Indian market.,8900000001419
1420,Samsung Charger,Electronics,976.35,Mi,Mi Samsung Charger available in Indian market.,8900000001420
1421,Dove Shampoo,Personal Care,2343.82,Dove,Dove Dove Shampoo available in Indian market.,8900000001421
1422,Dettol Disinfectant,Home Care,62.37,SC Johnson,SC Johnson Dettol Disinfectant available in Indian market.,8900000001422
1423,Govardhan Ghee,Dairy,1287.84,Britannia,Britannia Govardhan Ghee available in Indian market.,8900000001423
1424,Real Fruit Juice,Beverages,364.52,Parle Agro,Parle Agro Real Fruit Juice available in Indian market.,8900000001424
1425,Red Bull,Beverages,2614.03,Tropicana,Tropicana Red Bull available in Indian market.,8900000001425
1426,Nike Shoes,Fashion,4464.89,Allen Solly,Allen Solly Nike Shoes available in Indian market.,8900000001426
1427,Coca-Cola 500ml,Beverages,3903.37,Coca-Cola,Coca-Cola Coca-Cola 500ml available in Indian market.,8900000001427
1428,Red Label Tea,Food,2023.13,Haldiram,Haldiram Red Label Tea available in Indian market.,8900000001428
1429,Mother Dairy Dahi,Dairy,2614.54,Govardhan,Govardhan Mother Dairy Dahi available in Indian market.,8900000001429
1430,Amul Paneer,Dairy,2713.78,Amul,Amul Amul Paneer available in Indian market.,8900000001430
1431,Van Heusen Tie,Fashion,553.12,Levis,Levis Van Heusen Tie available in Indian market.,8900000001431
1432,Paper Boat Drink,Beverages,4670.84,Tropicana,Tropicana Paper Boat Drink available in Indian market.,8900000001432
1433,Mother Dairy Dahi,Dairy,1930.06,Britannia,Britannia Mother Dairy Dahi available in Indian market.,8900000001433
1434,Haldiram Bhujia,Food,440.58,Britannia,Britannia Haldiram Bhujia available in Indian market.,8900000001434
1435,Britannia Bread,Food,1148.41,Tata,Tata Britannia Bread available in Indian market.,8900000001435
1436,Boat Headphones,Electronics,3880.07,Philips,Philips Boat Headphones available in Indian market.,8900000001436
1437,Nestle Yogurt,Dairy,567.88,Govardhan,Govardhan Nestle Yogurt available in Indian market.,8900000001437
1438,Lifebuoy Handwash,Personal Care,1730.91,Emami,Emami Lifebuoy Handwash available in Indian market.,8900000001438
1439,Red Bull,Beverages,1149.18,Parle Agro,Parle Agro Red Bull available in Indian market.,8900000001439
1440,Allen Solly Belt,Fashion,3884.59,Raymond,Raymond Allen Solly Belt available in Indian market.,8900000001440
1441,Tata Salt,Food,2303.84,Fortune,Fortune Tata Salt available in Indian market.,8900000001441
1442,Amul Cheese,Dairy,3112.75,Govardhan,Govardhan Amul Cheese available in Indian market.,8900000001442
1443,Nestle Yogurt,Dairy,3423.68,Govardhan,Govardhan Nestle Yogurt available in Indian market.,8900000001443
1444,Britannia Cheese Slices,Dairy,1415.53,Britannia,Britannia Britannia Cheese Slices available in Indian market.,8900000001444
1445,Mother Dairy Dahi,Dairy,4993.65,Amul,Amul Mother Dairy Dahi available in Indian market.,8900000001445
1446,Harpic Toilet Cleaner,Home Care,4773.4,P&G,P&G Harpic Toilet Cleaner available in Indian market.,8900000001446
1447,Ambi Pur Air Freshener,Home Care,327.55,Reckitt,Reckitt Ambi Pur Air Freshener available in Indian market.,8900000001447
1448,Dettol Disinfectant,Home Care,1408.1,Godrej,Godrej Dettol Disinfectant available in Indian market.,8900000001448
1449,Pepsi 500ml,Beverages,4799.51,PepsiCo,PepsiCo Pepsi 500ml available in Indian market.,8900000001449
1450,Mother Dairy Dahi,Dairy,4637.99,Amul,Amul Mother Dairy Dahi available in Indian market.,8900000001450
1451,Lizol Floor Cleaner,Home Care,919.52,Hindustan Unilever,Hindustan Unilever Lizol Floor Cleaner available in Indian market.,8900000001451
1452,Bisleri Water 1L,Beverages,4269.27,Coca-Cola,Coca-Cola Bisleri Water 1L available in Indian market.,8900000001452
1453,Logitech Webcam,Electronics,3461.38,Zebronics,Zebronics Logitech Webcam available in Indian market.,8900000001453
1454,Nestle Yogurt,Dairy,1353.06,Amul,Amul Nestle Yogurt available in Indian market.,8900000001454
1455,Dove Shampoo,Personal Care,3473.5,Colgate,Colgate Dove Shampoo available in Indian market.,8900000001455
1456,Tata Salt,Food,3380.29,Fortune,Fortune Tata Salt available in Indian market.,8900000001456
1457,Frooti Mango Drink,Beverages,35.9,Dabur,Dabur Frooti Mango Drink available in Indian market.,8900000001457
1458,Samsung Charger,Electronics,4150.14,Boat,Boat Samsung Charger available in Indian market.,8900000001458
1459,Ambi Pur Air Freshener,Home Care,1061.22,Hindustan Unilever,Hindustan Unilever Ambi Pur Air Freshener available in Indian market.,8900000001459
1460,Dettol Disinfectant,Home Care,1609.5,Hindustan Unilever,Hindustan Unilever Dettol Disinfectant available in Indian market.,8900000001460
1461,Peter England Shirt,Fashion,3681.41,Bata,Bata Peter England Shirt available in Indian market.,8900000001461
1462,Tropicana Orange Juice,Beverages,415.27,Dabur,Dabur Tropicana Orange Juice available in Indian market.,8900000001462
1463,Pears Soap,Personal Care,2659.27,Emami,Emami Pears Soap available in Indian market.,8900000001463
1464,Frooti Mango Drink,Beverages,280.6,Coca-Cola,Coca-Cola Frooti Mango Drink available in Indian market.,8900000001464
1465,Clinic Plus Shampoo,Personal Care,2349.32,Dettol,Dettol Clinic Plus Shampoo available in Indian market.,8900000001465
1466,Zebronics Mouse,Electronics,3675.04,Samsung,Samsung Zebronics Mouse available in Indian market.,8900000001466
1467,OnePlus Data Cable,Electronics,2309.59,Boat,Boat OnePlus Data Cable available in Indian market.,8900000001467
1468,Paper Boat Drink,Beverages,4763.84,Parle Agro,Parle Agro Paper Boat Drink available in Indian market.,8900000001468
1469,Colgate Toothpaste,Personal Care,3369.77,Pears,Pears Colgate Toothpaste available in Indian market.,8900000001469
1470,Levis Jeans,Fashion,1524.89,Levis,Levis Levis Jeans available in Indian market.,8900000001470
1471,Nike Shoes,Fashion,2034.33,Bata,Bata Nike Shoes available in Indian market.,8900000001471
1472,Parle-G Biscuits,Food,2223.98,Nestle,Nestle Parle-G Biscuits available in Indian market.,8900000001472
1473,Maggi Noodles,Food,1107.8,Tata,Tata Maggi Noodles available in Indian market.,8900000001473
1474,Britannia Bread,Food,721.11,Tata,Tata Britannia Bread available in Indian market.,8900000001474
1475,Philips Trimmer,Electronics,52.11,Samsung,Samsung Philips Trimmer available in Indian market.,8900000001475
1476,Amul Paneer,Dairy,4088.86,Govardhan,Govardhan Amul Paneer available in Indian market.,8900000001476
1477,HP Keyboard,Electronics,2846.46,Logitech,Logitech HP Keyboard available in Indian market.,8900000001477
1478,Zebronics Mouse,Electronics,117.58,HP,HP Zebronics Mouse available in Indian market.,8900000001478
1479,Coca-Cola 500ml,Beverages,2794.79,Coca-Cola,Coca-Cola Coca-Cola 500ml available in Indian market.,8900000001479
1480,Pears Soap,Personal Care,1230.0,Lifebuoy,Lifebuoy Pears Soap available in Indian market.,8900000001480
1481,Fortune Sunflower Oil,Food,2784.78,Haldiram,Haldiram Fortune Sunflower Oil available in Indian market.,8900000001481
1482,Dettol Disinfectant,Home Care,4608.64,Godrej,Godrej Dettol Disinfectant available in Indian market.,8900000001482
1483,Govardhan Ghee,Dairy,4723.23,Mother Dairy,Mother Dairy Govardhan Ghee available in Indian market.,8900000001483
1484,Allen Solly Belt,Fashion,4962.17,Nike,Nike Allen Solly Belt available in Indian market.,8900000001484
1485,Raymond Formal Pants,Fashion,4432.51,Peter England,Peter England Raymond Formal Pants available in Indian market.,8900000001485
1486,Nestle Yogurt,Dairy,2523.56,Govardhan,Govardhan Nestle Yogurt available in Indian market.,8900000001486
1487,Lizol Floor Cleaner,Home Care,4171.68,Godrej,Godrej Lizol Floor Cleaner available in Indian market.,8900000001487
1488,Tropicana Orange Juice,Beverages,1426.27,Parle Agro,Parle Agro Tropicana Orange Juice available in Indian market.,8900000001488
1489,Boat Headphones,Electronics,2202.99,Boat,Boat Boat Headphones available in Indian market.,8900000001489
1490,Red Label Tea,Food,188.5,Tata,Tata Red Label Tea available in Indian market.,8900000001490
1491,Logitech Webcam,Electronics,862.26,Boat,Boat Logitech Webcam available in Indian market.,8900000001491
1492,Tata Salt,Food,1075.11,Parle,Parle Tata Salt available in Indian market.,8900000001492
1493,Amul Cheese,Dairy,1706.54,Mother Dairy,Mother Dairy Amul Cheese available in Indian market.,8900000001493
1494,Coca-Cola 500ml,Beverages,3419.16,Parle Agro,Parle Agro Coca-Cola 500ml available in Indian market.,8900000001494
1495,Dettol Disinfectant,Home Care,368.28,Reckitt,Reckitt Dettol Disinfectant available in Indian market.,8900000001495
1496,Logitech Webcam,Electronics,360.98,Logitech,Logitech Logitech Webcam available in Indian market.,8900000001496
1497,Sunsilk Conditioner,Personal Care,1002.73,Colgate,Colgate Sunsilk Conditioner available in Indian market.,8900000001497
1498,Clinic Plus Shampoo,Personal Care,374.22,Pears,Pears Clinic Plus Shampoo available in Indian market.,8900000001498
1499,Britannia Cheese Slices,Dairy,35.08,Britannia,Britannia Britannia Cheese Slices available in Indian market.,8900000001499
1500,Britannia Cheese Slices,Dairy,2129.8,Mother Dairy,Mother Dairy Britannia Cheese Slices available in Indian market.,8900000001500
